,COUNTRY,REGION,CATEGORY,MEASURE,COMMENTS,SOURCE,ENTRY_DATE,ISO_ALP_2,CONFIRMED,DEATHS,POPULATION
172,Greece,Europe,Public health measures,awareness campaigns,Unknown,ministry of health,2020-03-15,GR,331,4,11000000
173,Greece,Europe,Social distancing,limit public gatherings,Unknown,unknown,2020-03-15,GR,331,4,11000000
174,Greece,Europe,Social distancing,Schools closure,Unknown,ministry of education,2020-03-15,GR,331,4,11000000
175,Greece,Europe,Governance and socio-economic measures,economic measures,Unknown,newsbomb,2020-03-15,GR,331,4,11000000
176,Greece,Europe,Public health measures,health screenings in airports and border crossings,Unknown,skai,2020-03-15,GR,331,4,11000000
177,Greece,Europe,Public health measures,strengthening the public health system,hiring more doctors and nurses,ministry of health,2020-03-15,GR,331,4,11000000
178,Greece,Europe,Movement restrictions,Border closure,Albania and Northern Macedonia,french embassy,2020-03-15,GR,331,4,11000000
179,Greece,Europe,Movement restrictions,international flights suspension,Italy Spain,french embassy,2020-03-15,GR,331,4,11000000
180,Greece,Europe,Public health measures,introduction of isolation and quarantine policies,Unknown,ministry of health,2020-03-15,GR,331,4,11000000
181,Slovenia,Europe,Public health measures,health screenings in airports and border crossings,Border with italy.,international sos,2020-03-15,SI,219,1,2007000
182,Slovenia,Europe,Movement restrictions,additional health/documents requirements upon arrival,All non nationals or non residents without a medical check in the past 3 days cannot enter if they have syntoms,international sos,2020-03-15,SI,219,1,2007000
183,Slovenia,Europe,Movement restrictions,Border closure,Suspension of train traffic with Italy.,international sos,2020-03-15,SI,219,1,2007000
184,Poland,Europe,Public health measures,introduction of isolation and quarantine policies,Polish citizens and foreigners with permission to work and reside in Poland who return from abroad will be required to quarantine for 14 days after returning; fines increased on 23.03.2020 to 30.000 PLN due to non-compliance issues,US Embassy in Poland,2020-03-15,PL,119,3,38500000
185,Poland,Europe,Movement restrictions,international flights suspension,From March 15th,US Embassy in Poland,2020-03-15,PL,119,3,38500000
186,Poland,Europe,Social distancing,Schools closure,Until March 25th,US Embassy in Poland,2020-03-15,PL,119,3,38500000
187,Poland,Europe,Social distancing,limit public gatherings,Until March 25th,US Embassy in Poland,2020-03-15,PL,119,3,38500000
188,Poland,Europe,Movement restrictions,Border checks,"on the borders between Poland and EU countries, from March 15 to March 24, 2020",US Embassy in Poland,2020-03-15,PL,119,3,38500000
189,Eswatini,Africa,Public health measures,general recommendations,Not travel to China,us embassy,2020-03-15,SZ,1,0,1354051
190,Eswatini,Africa,Public health measures,health screenings in airports and border crossings,For people from China,us embassy,2020-03-15,SZ,1,0,1354051
191,Equatorial Guinea,Africa,Public health measures,introduction of isolation and quarantine policies,Travellers fro China for 14 days.,international sos,2020-03-15,GQ,1,0,1014999
192,Equatorial Guinea,Africa,Movement restrictions,international flights suspension,International flights reduced.,international sos,2020-03-15,GQ,1,0,1014999
193,Equatorial Guinea,Africa,Movement restrictions,Border closure,"Land and maritime borders closed with exeption of commercial, work materials and equipment and cargo transport flights.",international sos,2020-03-15,GQ,1,0,1014999
194,Oman,Middle East,Social distancing,Schools closure,For one month,us embassy,2020-03-15,OM,22,0,2967717
195,Oman,Middle East,Social distancing,limit public gatherings,"to avoid sporting activities, cinema, public squares, for 30 days",us embassy,2020-03-15,OM,22,0,2967717
196,Oman,Middle East,Movement restrictions,visa restrictions,"Tourists, for 30 days",us embassy,2020-03-15,OM,22,0,2967717
197,Oman,Middle East,Movement restrictions,Border closure,Stopping entry of cruise ships to the Sultanate?s ports. For 30 days,us embassy,2020-03-15,OM,22,0,2967717
198,Oman,Middle East,Public health measures,introduction of isolation and quarantine policies,"travelers from China, South Korea, Italy, and Iran for 14 days. travelers from Egypt who entered Oman after February 22 home quarantine and call the Ministry of Health for additional quarantine guidance.  Home or institutional quarantine will also apply to individuals who have had close contact with a confirmed case of COVID-19 or individuals with a severe acute respiratory infection.",us embassy,2020-03-15,OM,22,0,2967717
199,Oman,Middle East,Movement restrictions,international flights suspension,Unknown,us embassy,2020-03-15,OM,22,0,2967717
200,Oman,Middle East,Movement restrictions,Border closure,visitors from countries with a high prevalence of COVID-19 will not be allowed to enter the Sultanate.,us embassy,2020-03-15,OM,22,0,2967717
201,Germany,Europe,Governance and socio-economic measures,economic measures,"Announcement of a government aid programm with a tax relief components including tax deferrals, suspension of non-compliance measures ",government,2020-03-15,DE,5795,11,81802257
202,Germany,Europe,Public health measures,strengthening the public health system,all non-essential surgeries in hospitals will be postponed indefinitely starting 16 March,government,2020-03-15,DE,5795,11,81802257
203,Germany,Europe,Public health measures,strengthening the public health system,special funding for research on coronavirus (145 mio ?),ministry of health,2020-03-15,DE,5795,11,81802257
204,Germany,Europe,Social distancing,limit public gatherings,all gatherings over 1.000 members are cancelled,ministry of health,2020-03-15,DE,5795,11,81802257
205,Germany,Europe,Movement restrictions,Border checks,"intensification of border controls, particularly of Southern borders",ministry of health,2020-03-15,DE,5795,11,81802257
206,Germany,Europe,Governance and socio-economic measures,economic measures,suspension on the usual ban of commercial road traffic on Sundays and partial suspension of Sunday work ban,ministry of health,2020-03-15,DE,5795,11,81802257
207,Germany,Europe,Public health measures,awareness campaigns,health campaign,government,2020-03-15,DE,5795,11,81802257
208,Germany,Europe,Governance and socio-economic measures,limit product imports/exports,export ban for medical protection gear such as masks and gloves,ministry of health,2020-03-15,DE,5795,11,81802257
209,Germany,Europe,Movement restrictions,additional health/documents requirements upon arrival,"passengers arriving from China, South Korea, Japan, Italy and Iran have to announce their health status before entering Germany",ministry of health,2020-03-15,DE,5795,11,81802257
210,Germany,Europe,Public health measures,introduction of isolation and quarantine policies,"travelers arriving from Austria, Italy and Switzerland are asked to self-quarantine for 14 days",ministry of health,2020-03-15,DE,5795,11,81802257
211,Germany,Europe,Movement restrictions,Border closure,"closure of borders with France, Switzerland, Luxembourg, Denmark starting on 16 March for all non-citizens and people not crossing borders for work purposes",tagesschau,2020-03-15,DE,5795,11,81802257
212,Austria,Europe,Lockdown,partial lockdown,"Citizens are suspend all non-essential activities outside their homes and stay in their homes for the duration for one week; ecemptions are essential work, for essential shopping or services, helping someone else, physical activity if alone or with co-living persons",ministry of social affairs,2020-03-15,AT,860,1,8205000
213,Austria,Europe,Social distancing,limit public gatherings,ban of public gatherings over 5 people; closure of restaurants,ministry of social affairs,2020-03-15,AT,860,1,8205000
214,Austria,Europe,Movement restrictions,visa restrictions,"entry ban for travelers from Great Britain, Netherlands, Ukraine, Russia unless they have a medical certificate confirming no coronavirus infection and will self-quarantine for 14 days",ministry of social affairs,2020-03-15,AT,860,1,8205000
215,Austria,Europe,Social distancing,Schools closure,schools and education institutions closed starting for secondary schools on 16 March and on 18 March for primary schools,government,2020-03-15,AT,860,1,8205000
216,Austria,Europe,Governance and socio-economic measures,economic measures,announcement of economic measures including loans for private businesses,government,2020-03-15,AT,860,1,8205000
217,Austria,Europe,Movement restrictions,international flights suspension,"Flights from the following locations were banned: Volksrepublik China,  Republik Korea,  Islamische Republik Iran,  Italien,  Schweiz,  Frankreich,  Spanien,  Vereinigtes Knigreich,  Niederlande,  Russische Fderation,  Ukraine",government,2020-03-15,AT,860,1,8205000
218,Austria,Europe,Social distancing,limit public gatherings,limit of public gatherings over 500 person outdoors and limit of indoor gatherings to 100 person,government,2020-03-15,AT,860,1,8205000
219,Austria,Europe,Movement restrictions,international flights suspension,"suspension of flights and trains from Switzerland, Spain, France",ministry for foreign affairs,2020-03-15,AT,860,1,8205000
220,Austria,Europe,Movement restrictions,Border checks,intensified border checks at forder with Italy,reuters,2020-03-15,AT,860,1,8205000
221,Austria,Europe,Public health measures,introduction of isolation and quarantine policies,Introduction of quarantine policiesfor residents of Paznautal and St. Anton (Tirol State) for 14 days meaning nobody is permitted to enter or leave the areas under quarantine while local residents are still permitted to leave their homes,tyrol government,2020-03-15,AT,860,1,8205000
222,Netherlands,Europe,Public health measures,introduction of isolation and quarantine policies,residents with symptoms requested to self-quarantine for 14 days,government,2020-03-15,NL,1135,20,16645000
223,Netherlands,Europe,Social distancing,limit public gatherings,limit of public gatherings to 100 persons until 31 March,government,2020-03-15,NL,1135,20,16645000
224,Netherlands,Europe,Social distancing,Schools closure,closure of schools and nurseries from 15 March to 6 April,government,2020-03-15,NL,1135,20,16645000
225,Latvia,Europe,Public health measures,introduction of isolation and quarantine policies,14 days for everyone coming from country at COVID risk,ministry of foreign affairs - france,2020-03-16,LV,34,0,2217969
226,Latvia,Europe,Movement restrictions,Border closure,Latvians and people with residency will be able to enter and tourist will be able to leave.,cna,2020-03-16,LV,34,0,2217969
227,Latvia,Europe,Social distancing,limit public gatherings,More than 50 people for privately organized events,ministry of economics,2020-03-16,LV,34,0,2217969
